screen_id,usability,layout_quality,visual_complexity,screen_mean
52214,2.5,2.0,3.5,2.67
17476,2.1,2.5,3.8,2.8
1165,3.2,3.5,3.8,3.5
59041,3.2,2.8,3.5,3.17
2844,3.1,3.4,3.8,3.43
26390,2.5,2.0,3.5,2.67
24971,3.5,3.0,4.0,3.5
19321,3.5,3.2,3.8,3.5
58713,4.5,4.0,4.8,4.43
16870,3.5,4.0,2.0,3.17
54764,2.1,2.4,3.8,2.77
58988,3.5,3.2,3.8,3.5
68868,3.5,3.2,3.8,3.5
46124,4.2,3.8,4.5,4.17
15815,3.2,3.5,3.8,3.5
48987,3.2,2.5,4.1,3.27
38037,2.5,2.0,3.5,2.67
12105,4.2,3.8,4.5,4.17
1197,3.2,2.5,4.1,3.27
16286,2.5,2.0,3.0,2.5
24676,2.1,2.4,3.8,2.77
2560,2.5,2.0,3.0,2.5
43510,3.5,3.0,2.5,3.0
4972,1.5,2.0,4.5,2.67
11742,4.2,3.8,4.5,4.17
47138,3.2,3.0,4.5,3.57
2336,3.5,3.0,4.5,3.67
57382,3.5,3.0,4.0,3.5
52984,4.2,3.5,1.1,2.93
56432,4.2,3.5,4.8,4.17
46098,4.2,3.8,4.5,4.17
37888,3.2,3.5,3.8,3.5
24791,2.1,2.4,3.8,2.77
39834,2.5,2.0,3.0,2.5
48913,3.2,3.5,3.8,3.5
28655,4.2,3.8,4.5,4.17
63417,3.5,3.0,3.2,3.23
67317,2.5,2.0,3.0,2.5
10418,2.5,2.0,3.0,2.5
60148,3.5,3.0,4.0,3.5
63171,4.5,4.0,1.5,3.33
20767,2.1,2.5,3.8,2.8
56231,2.1,2.5,4.2,2.93
3808,3.5,3.0,4.0,3.5
32799,3.5,3.0,4.0,3.5
28634,2.1,1.5,4.2,2.6
20505,2.1,2.5,3.8,2.8
24466,4.0,3.5,4.5,4.0
8102,3.5,3.0,3.2,3.23
60444,2.1,2.5,3.8,2.8
32555,3.5,3.0,3.2,3.23
16853,2.5,3.0,2.0,2.5
16226,2.1,2.4,3.8,2.77
35308,3.5,3.0,2.0,2.83
16480,1.5,2.0,1.0,1.5
3400,2.1,2.5,3.8,2.8
65930,2.5,3.0,4.0,3.17
33029,2.5,2.0,3.5,2.67
49832,3.2,3.5,4.1,3.6
27726,1.5,2.0,1.0,1.5
63252,2.0,2.5,1.0,1.83
